Institute ID,Name,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Rank_2025,Score_2017,Score_2018,Score_2019,Score_2020,Score_2021,Score_2022,Score_2023,Score_2024,Score_2025,TLR (100)_2017,TLR (100)_2018,TLR (100)_2019,TLR (100)_2020,TLR (100)_2021,TLR (100)_2022,TLR (100)_2023,TLR (100)_2024,TLR (100)_2025,RPC (100)_2017,RPC (100)_2018,RPC (100)_2019,RPC (100)_2020,RPC (100)_2021,RPC (100)_2022,RPC (100)_2023,RPC (100)_2024,RPC (100)_2025,GO (100)_2017,GO (100)_2018,GO (100)_2019,GO (100)_2020,GO (100)_2021,GO (100)_2022,GO (100)_2023,GO (100)_2024,GO (100)_2025,OI (100)_2017,OI (100)_2018,OI (100)_2019,OI (100)_2020,OI (100)_2021,OI (100)_2022,OI (100)_2023,OI (100)_2024,OI (100)_2025,PERCEPTION (100)_2017,PERCEPTION (100)_2018,PERCEPTION (100)_2019,PERCEPTION (100)_2020,PERCEPTION (100)_2021,PERCEPTION (100)_2022,PERCEPTION (100)_2023,PERCEPTION (100)_2024,PERCEPTION (100)_2025,SS_2018,SS_2019,SS_2021,SS_2022,SS_2023,SS_2024,SS_2025,FSR_2018,FSR_2019,FSR_2021,FSR_2022,FSR_2023,FSR_2024,FSR_2025,FQE_2018,FQE_2019,FQE_2021,FQE_2022,FQE_2023,FQE_2024,FQE_2025,FRU_2018,FRU_2019,FRU_2021,FRU_2022,FRU_2023,FRU_2024,FRU_2025,PU_2018,PU_2019,PU_2021,PU_2022,PU_2023,PU_2024,PU_2025,QP_2018,QP_2019,QP_2021,QP_2022,QP_2023,QP_2024,QP_2025,IPR_2018,IPR_2019,IPR_2021,IPR_2022,IPR_2023,IPR_2024,IPR_2025,FPPP_2018,FPPP_2019,FPPP_2021,FPPP_2022,FPPP_2023,FPPP_2024,FPPP_2025,GPHE_2018,GPHE_2019,GPHE_2021,GPHE_2022,GPHE_2023,GPHE_2024,GPHE_2025,GUE_2018,GUE_2019,GUE_2021,GUE_2022,GUE_2023,GUE_2024,GUE_2025,MS_2018,MS_2019,MS_2021,MS_2022,MS_2023,MS_2024,MS_2025,GPHD_2018,GPHD_2019,GPHD_2021,GPHD_2022,GPHD_2023,GPHD_2024,GPHD_2025,RD_2018,RD_2019,RD_2021,RD_2022,RD_2023,RD_2024,RD_2025,WD_2018,WD_2019,WD_2021,WD_2022,WD_2023,WD_2024,WD_2025,ESCS_2018,ESCS_2019,ESCS_2021,ESCS_2022,ESCS_2023,ESCS_2024,ESCS_2025,PCS_2018,PCS_2019,PCS_2021,PCS_2022,PCS_2023,PCS_2024,PCS_2025,PR_2018,PR_2019,PR_2021,PR_2022,PR_2023,PR_2024,PR_2025
IR-E-U-0155,"Amity University Haryana, Gurgaon",,,,,,114.0,99.0,,,,,,,,38.87,41.99,,,,,,,,62.71,64.15,,,,,,,,15.6,21.73,,,,,,,,46.03,45.29,,,,,,,,57.56,63.74,,,,,,,,4.14,7.93,,,,,,7.9,7.89,,,,,,30.0,30.0,,,,,,16.61,19.07,,,,,,8.19,7.19,,,,,,5.28,7.37,,,,,,7.53,9.42,,,,,,2.0,4.0,,,,,,0.78,0.94,,,,,,20.1,19.08,,,,,,15.0,15.0,,,,,,9.7,9.24,,,,,,1.23,1.98,,,,,,11.59,14.79,,,,,,25.2,26.12,,,,,,0.76,2.83,,,,,,20.0,20.0,,,,,,4.14,7.93,,
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,,,,195.0,,,,,,,,,31.23,,,,,,,,,41.05,,,,,,,,,13.82,,,,,,,,,51.92,,,,,,,,,40.13,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-E-U-0163,The Northcap University,,,117.0,110.0,97.0,96.0,,,,,,34.48,36.84,39.23,40.33,,,,,,54.21,54.88,60.36,64.69,,,,,,13.5,13.94,12.71,14.58,,,,,,46.11,56.91,56.83,54.88,,,,,,49.48,48.16,51.32,51.64,,,,,,0.0,0.0,8.07,4.14,,,,,8.4,7.28,7.83,,,,,22.36,26.63,28.63,,,,,12.07,15.08,17.23,,,,,11.37,11.37,11.0,,,,,5.64,5.4,5.58,,,,,7.56,7.24,6.93,,,,,0.0,0.0,2.0,,,,,0.31,0.08,0.07,,,,,19.47,30.84,29.54,,,,,15.0,15.0,14.9,,,,,11.34,10.75,10.06,,,,,0.3,0.24,0.38,,,,,7.69,9.25,9.4,,,,,20.63,20.89,20.96,,,,,1.17,1.18,1.28,,,,,20.0,20.0,20.0,,,,,0.0,8.07,4.14,,,
IR-E-U-0168,Maharishi Markandeshwar,,,,,,191.0,,,,,,,,,34.37,,,,,,,,,59.42,,,,,,,,,14.51,,,,,,,,,34.92,,,,,,,,,49.5,,,,,,,,,2.64,,,,,,,7.9,,,,,,,30.0,,,,,,,15.9,,,,,,,5.62,,,,,,,4.32,,,,,,,6.06,,,,,,,4.0,,,,,,,0.13,,,,,,,15.82,,,,,,,7.47,,,,,,,10.39,,,,,,,1.23,,,,,,,10.92,,,,,,,17.64,,,,,,,0.95,,,,,,,20.0,,,,,,,2.64,,,
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,,,164.0,174.0,118.0,105.0,,,,,,31.9,32.21,37.26,39.66,,,,,,58.87,51.95,57.82,59.69,,,,,,3.76,4.1,6.21,9.37,,,,,,39.89,51.73,58.38,60.8,,,,,,50.45,49.28,52.21,57.32,,,,,,0.82,1.1,11.59,10.53,,,,,9.01,7.59,8.65,,,,,30.0,28.27,28.91,,,,,12.94,13.24,15.54,,,,,6.92,8.72,6.59,,,,,1.74,2.03,2.99,,,,,1.67,2.27,3.95,,,,,0.0,1.5,2.0,,,,,0.35,0.41,0.43,,,,,15.36,31.49,33.15,,,,,13.1,15.0,15.0,,,,,10.94,11.04,11.15,,,,,0.49,0.85,1.5,,,,,10.84,11.45,13.59,,,,,19.26,19.6,22.26,,,,,0.35,1.17,1.46,,,,,20.0,20.0,20.0,,,,,0.82,11.59,10.53,,,
IR-E-U-0172,National Institute of Technology Kurukshetra,60.0,43,41.0,40.0,44.0,50.0,58.0,81.0,85.0,41.61,46.29,47.58,51.19,50.59,50.11,49.89,46.79,47.98,52.27,59.2,61.36,63.85,62.2,57.73,54.95,49.88,53.75,28.6,37.89,36.64,41.64,40.64,43.66,41.2,37.75,37.48,53.5,60.94,58.47,61.65,62.01,63.35,60.55,65.87,66.64,58.03,42.36,51.21,54.75,53.66,55.32,54.13,52.63,55.43,8.53,7.35,13.66,17.42,19.73,14.94,35.17,20.74,17.45,14.05,12.69,13.34,13.64,15.11,14.63,15.19,20.92,24.39,21.09,19.75,17.78,12.63,15.35,11.84,12.53,12.05,11.31,10.16,7.85,9.72,12.4,11.76,15.72,13.03,11.9,14.78,13.49,18.24,17.96,19.66,19.21,17.42,15.72,15.06,16.17,15.95,19.53,20.68,19.92,18.72,18.16,2.5,1.0,0.5,3.0,3.0,2.5,2.5,0.97,1720.02,0.96,0.77,0.86,0.82,1.76,28.19,27.4,29.5,29.02,29.09,30.43,31.85,13.86,20.1323,13.81,14.9,15.0,15.0,15.0,16.47,15.85,15.23,15.27,12.25,15.55,15.34,2.42,2.29,3.47,4.16,4.21,4.88,4.45,14.47,13.95,14.14,15.03,14.59,13.94,12.96,14.21,19.18,16.45,16.75,16.08,11.45,13.74,4.68,2.08,3.07,3.55,3.46,7.24,8.73,9.0,16.0,20.0,20.0,20.0,20.0,20.0,7.35,13.66,19.73,14.94,35.17,20.74,17.45
IR-E-U-0175,"J. C. Bose University of Science and Technology, YMCA",,,144.0,120.0,127.0,143.0,,,,,,32.47,35.91,36.59,37.27,,,,,,53.5,60.17,59.79,57.53,,,,,,3.87,6.39,6.05,10.44,,,,,,53.18,55.19,55.73,57.83,,,,,,42.16,47.37,50.04,50.54,,,,,,3.95,1.63,6.83,2.64,,,,,9.5,9.5,9.5,,,,,23.41,24.43,22.61,,,,,12.35,13.27,13.35,,,,,8.24,12.6,12.07,,,,,1.6,2.56,3.14,,,,,1.99,3.29,4.61,,,,,0.0,0.0,2.5,,,,,0.28,0.21,0.18,,,,,26.84,29.57,31.52,,,,,15.0,15.0,15.0,,,,,11.34,10.24,10.08,,,,,0.0,0.92,1.23,,,,,1.46,5.55,6.32,,,,,25.87,22.34,21.56,,,,,0.83,2.15,2.65,,,,,14.0,20.0,20.0,,,,,3.95,6.83,2.64,,,
IR-E-U-0184,Indian Institute of Technology Mandi,28.0,26A,20.0,31.0,41.0,20.0,33.0,31.0,26.0,50.6,51.28,56.0,54.17,52.58,60.43,56.49,59.86,62.08,78.98,76.9,78.61,70.38,65.95,75.76,62.63,74.9,81.9,17.99,30.48,34.57,36.8,35.39,44.05,42.48,41.8,42.61,66.78,63.07,68.06,67.11,69.05,77.55,79.3,79.03,78.29,74.26,54.64,65.65,64.7,61.66,67.16,66.35,70.51,68.77,7.24,9.96,18.72,21.26,21.98,22.57,24.73,19.9,21.95,,9.98,9.64,9.33,9.24,9.79,12.45,,30.0,21.33,27.54,22.26,26.28,28.57,,17.32,14.31,18.54,15.21,17.75,19.36,,21.31,20.67,20.36,15.92,21.07,21.51,,15.62,15.76,18.75,17.72,18.9,18.38,,15.36,16.64,18.3,18.13,18.29,17.99,,0.0,0.0,4.0,4.0,2.5,2.5,,3.59,3.0,3.0,2.62,2.41,3.74,,28.67,30.36,35.96,37.04,36.32,35.94,,14.85,14.25,14.55,13.57,13.5,14.22,,20.03,19.41,20.43,21.25,21.37,21.2,,4.52,5.02,6.61,7.45,7.85,6.94,,6.0,21.1,21.11,20.74,23.07,23.66,,18.52,16.59,19.14,16.29,19.08,19.44,,0.51,3.97,6.91,9.31,8.36,5.67,,20.0,20.0,20.0,20.0,20.0,20.0,,18.72,21.98,22.57,24.73,19.9,21.95
IR-E-U-0186,Jaypee University of Information Technology,83.0,84,121.0,115.0,129.0,138.0,,,,37.46,37.0,34.42,36.55,36.53,37.39,,,,49.84,45.26,43.49,48.53,47.14,44.77,,,,13.87,16.66,16.46,18.76,21.27,25.87,,,,52.03,53.23,47.36,54.81,55.23,57.18,,,,76.54,55.7,47.63,46.44,46.01,44.52,,,,2.91,21.96,22.03,7.59,3.56,3.14,,,,8.63,7.61,7.63,7.5,,,,16.93,17.1,18.32,17.75,,,,9.82,10.5,11.67,11.14,,,,9.88,8.27,9.52,8.38,,,,7.0,7.78,8.24,9.05,,,,8.18,8.1,10.77,12.15,,,,0.5,0.0,2.0,4.5,,,,0.61,0.58,0.27,0.17,,,,22.75,18.92,26.41,29.88,,,,14.45,13.42,13.91,13.89,,,,12.56,11.17,11.24,10.2,,,,3.47,3.84,3.68,3.21,,,,20.32,12.93,12.0,11.52,,,,15.13,14.31,13.71,12.72,,,,0.25,0.39,0.3,40.29,,,,20.0,20.0,20.0,20.0,,,,21.96,22.03,3.56,3.14,,,
IR-E-U-0189,National Institute of Technology Hamirpur,59.0,64,60.0,98.0,99.0,128.0,,,97.0,42.02,41.17,41.48,37.73,39.09,37.91,,,46.1,55.11,54.67,54.71,45.32,50.19,47.42,,,55.31,19.99,22.43,23.0,22.62,21.92,23.84,,,32.51,62.59,61.63,60.48,60.94,58.2,57.26,,,65.33,67.66,52.5,52.12,45.84,46.54,45.22,,,57.57,1.95,4.56,8.59,5.69,11.59,5.6,,,9.34,9.45,11.3,11.59,11.76,,,13.0,22.15,21.97,17.28,15.71,,,18.24,13.07,12.71,11.44,10.61,,,12.4,9.99,8.72,9.88,92.33,,,11.67,10.55,10.32,9.29,9.72,,,13.63,10.96,11.61,11.97,13.12,,,16.55,0.0,0.0,0.0,0.5,,,1.25,0.92,1.06,0.66,0.51,,,1.07,26.64,25.9,25.93,25.54,,,32.41,14.81,15.0,15.0,15.0,,,15.0,15.28,14.6,14.13,13.73,,,13.89,4.91,4.98,3.14,2.99,,,4.33,13.95,12.92,12.82,13.07,,,12.32,14.8,15.26,10.7,10.24,,,16.52,3.75,3.93,3.02,1.92,,,8.73,20.0,20.0,20.0,20.0,,,20.0,4.56,8.59,11.59,5.6,,,9.34
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,,,,112.0,103.0,125.0,,92.0,,,,,36.72,38.58,38.01,,45.4,,,,,53.75,55.99,49.12,,54.72,,,,,22.22,22.73,27.77,,42.53,,,,,46.02,47.47,45.77,,45.81,,,,,47.26,54.74,52.78,,65.88,,,,,0.0,0.0,5.12,,4.73,,,,7.72,9.06,,9.04,,,,26.83,21.69,,25.2,,,,15.61,13.17,,15.46,,,,5.81,5.19,,5.01,,,,5.84,8.21,,18.17,,,,12.65,15.36,,21.68,,,,4.0,4.0,,2.5,,,,0.24,0.2,,0.18,,,,22.9,19.72,,19.28,,,,13.63,13.96,,14.74,,,,9.67,9.79,,8.44,,,,1.28,2.31,,3.36,,,,9.73,11.27,,15.53,,,,24.31,20.91,,30.0,,,,0.7,0.6,,0.35,,,,20.0,20.0,,20.0,,,,0.0,5.12,,4.73,
IR-E-U-0197,National Institute of Technology Srinagar,,,,,69.0,66.0,82.0,79.0,73.0,,,,,42.63,45.52,45.7,47.76,50.23,,,,,65.87,63.2,58.44,62.6,62.39,,,,,14.29,19.8,26.62,30.19,35.08,,,,,57.85,64.43,64.89,67.16,69.97,,,,,63.89,65.87,59.67,58.61,64.33,,,,,6.19,11.37,12.3,6.33,5.73,,,10.14,12.09,13.01,12.79,13.01,,,24.73,22.74,19.3,19.55,19.86,,,14.87,13.78,13.03,12.92,13.23,,,16.13,14.59,13.1,17.34,16.29,,,6.26,8.1,11.01,13.52,14.9,,,7.25,9.55,12.69,14.35,15.82,,,0.0,1.5,2.0,0.0,2.25,,,0.78,0.65,0.92,1.07,2.41,,,25.55,30.61,30.57,30.93,32.38,,,15.0,15.0,15.0,15.0,15.0,,,13.37,13.71,13.58,14.02,15.14,,,3.93,5.11,5.73,7.22,0.74,,,12.03,12.81,12.17,12.35,13.7,,,21.32,21.86,14.81,15.62,16.83,,,10.54,11.2,12.68,10.64,13.8,,,20.0,20.0,20.0,20.0,20.0,,,6.19,11.37,12.3,6.33,5.73
IR-E-U-0201,Shri Mata Vaishno Devi University,,94,85.0,78.0,79.0,101.0,,,,,36.28,37.32,39.68,41.22,40.08,,,,,65.02,64.84,69.41,69.07,61.82,,,,,12.58,15.99,18.63,20.55,24.29,,,,,47.97,45.8,41.79,47.85,48.14,,,,,34.12,37.52,48.0,45.49,44.01,,,,,0.0,1.63,1.1,2.17,2.12,,,,5.14,5.09,7.28,7.63,,,,30.0,30.0,30.0,25.87,,,,16.2,16.81,17.82,15.67,,,,13.69,12.94,13.97,12.65,,,,5.02,6.05,8.22,9.48,,,,6.79,9.16,11.3,12.58,,,,0.0,0.0,0.0,1.5,,,,0.77,0.78,1.03,0.73,,,,22.04,19.73,21.42,22.64,,,,13.76,14.4,13.48,12.89,,,,11.75,11.36,10.02,9.57,,,,0.42,0.3,2.91,3.05,,,,8.06,6.96,6.81,8.76,,,,16.92,14.47,16.02,13.15,,,,0.13,1.09,2.66,2.1,,,,9.0,15.0,20.0,20.0,,,,0.0,1.63,2.17,2.42,,,
IR-E-U-0202,Birla Institute of Technology,31.0,26,33.0,38.0,46.0,53.0,53.0,48.0,51.0,49.92,51.12,50.1,51.42,50.06,49.33,50.68,54.18,55.28,65.59,71.22,66.84,70.07,68.2,66.55,67.76,75.92,76.22,29.36,36.61,35.8,34.81,34.19,34.54,37.01,39.2,40.21,64.22,59.88,57.78,58.75,58.24,56.6,59.56,62.5,66.03,72.08,51.69,52.0,51.57,50.41,50.59,51.4,52.44,52.07,13.8,16.21,25.54,30.48,26.54,26.21,22.01,19.04,19.31,10.84,10.57,10.17,11.59,12.52,13.49,13.45,28.82,26.57,28.74,27.11,27.61,29.9,30.0,17.21,16.62,17.07,16.33,16.44,17.05,17.05,14.34,13.08,12.23,11.52,11.19,15.49,15.72,17.61,18.7,17.75,16.85,17.8,18.69,18.52,14.61,14.0,14.97,15.75,17.36,18.23,18.59,3.0,1.5,0.0,0.5,0.5,0.0,1.0,1.39,1.6,1.48,1.44,1.35,1.04,2.1,25.0,23.84,23.75,22.58,25.77,27.47,30.39,15.0,14.29,13.53,13.16,13.74,14.72,15.0,14.62,15.68,15.98,15.63,15.13,14.88,15.06,5.26,3.97,4.98,5.23,4.92,5.43,5.58,11.36,11.31,10.63,11.11,11.49,11.99,11.39,20.51,19.66,18.87,18.61,18.9,19.05,18.97,2.82,1.02,0.91,0.86,1.01,1.41,7.11,17.0,20.0,20.0,20.0,20.0,20.0,20.0,16.21,25.54,26.54,26.21,22.01,19.04,19.31
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),23.0,13,15.0,12.0,11.0,14.0,17.0,15.0,15.0,52.58,59.24,58.18,62.06,64.07,63.5,62.37,64.83,65.37,57.19,64.7,63.62,64.02,69.29,68.7,66.37,73.39,72.84,40.14,53.04,59.12,63.12,65.53,65.38,63.59,60.91,62.49,69.42,74.73,70.03,72.11,73.12,71.17,72.92,75.94,77.02,67.49,59.99,38.12,55.07,54.62,54.34,57.25,59.84,61.36,27.52,29.73,35.31,39.78,35.36,36.23,30.85,33.72,32.29,17.3,16.06,15.34,14.65,15.0,15.43,15.87,19.08,19.52,21.92,22.29,21.48,23.35,23.22,12.59,13.42,14.98,15.05,14.7,15.59,15.55,15.74,14.92,17.05,16.71,15.19,19.02,18.2,22.4,25.16,28.25,28.31,26.91,27.4,26.02,26.64,29.82,30.94,31.19,30.33,29.33,27.95,1.0,0.5,2.5,3.0,4.0,2.25,5.0,3.0,3.64,3.84,2.87,2.35,1.93,3.52,29.58,28.63,30.29,30.04,31.15,31.21,31.52,14.68,14.62,14.51,13.89,12.64,12.69,13.09,17.5,17.39,17.44,17.41,417.91,17.86,17.84,12.97,9.39,11.17,9.83,11.22,14.18,14.57,20.94,20.7,19.46,18.67,19.16,20.44,20.91,5.8,6.26,7.07,7.95,10.32,11.62,12.54,13.26,5.16,8.09,7.73,7.76,7.78,7.91,20.0,6.0,20.0,20.0,20.0,20.0,20.0,29.73,35.31,35.36,36.23,30.85,33.72,32.29
IR-E-U-0207,"National Institute of Technology, Jamshedpur",,,130.0,79.0,86.0,90.0,,,82.0,,,33.8,39.44,40.53,40.71,,,48.25,,,49.66,56.64,56.45,53.43,,,59.72,,,9.48,12.85,15.62,19.09,,,28.9,,,61.14,64.87,67.65,67.16,,,75.79,,,28.02,45.15,45.74,46.77,,,58.58,,,10.24,11.13,8.07,8.36,,,6.35,,10.38,11.49,11.69,,,12.14,,16.79,18.67,17.25,,,19.54,,11.03,12.8,11.94,,,13.36,,11.46,13.49,12.55,,,14.68,,3.18,6.06,7.25,,,12.51,,5.47,8.43,10.27,,,13.28,,0.0,0.0,0.5,,,1.25,,0.83,1.13,1.07,,,1.86,,29.48,35.12,34.85,,,39.31,,15.0,15.0,15.0,,,15.0,,15.17,14.56,14.32,,,15.5,,1.49,2.97,2.99,,,5.98,,13.76,12.61,13.38,,,13.49,,8.28,9.91,10.23,,,14.58,,0.99,3.21,3.16,,,10.51,,5.0,20.0,20.0,,,20.0,,10.24,8.07,8.36,,,6.35
IR-E-U-0213,Alliance University,,,186.0,159.0,,,,,,,,30.79,33.0,,,,,,,,40.58,47.89,,,,,,,,1.26,1.88,,,,,,,,61.61,63.26,,,,,,,,57.6,53.12,,,,,,,,1.63,1.1,,,,,,,6.75,,,,,,,16.88,,,,,,,8.19,,,,,,,8.77,,,,,,,0.43,,,,,,,0.6,,,,,,,0.0,,,,,,,0.23,,,,,,,32.78,,,,,,,15.0,,,,,,,13.84,,,,,,,0.0,,,,,,,10.73,,,,,,,22.9,,,,,,,3.96,,,,,,,20.0,,,,,,,1.63,,,,,
IR-E-U-0217,Christ University,,,,,,189.0,,93.0,76.0,,,,,,34.64,,45.02,49.03,,,,,,45.89,,60.99,65.63,,,,,,19.21,,38.9,47.28,,,,,,41.38,,34.41,34.52,,,,,,52.22,,61.52,63.03,,,,,,16.07,,20.18,19.53,,,,7.24,,8.26,10.15,,,,20.9,,26.46,28.17,,,,12.1,,15.66,16.35,,,,5.66,,10.61,10.97,,,,7.66,,17.85,22.33,,,,9.43,,16.99,19.81,,,,2.0,,4.0,5.0,,,,0.13,,0.06,0.14,,,,19.68,,12.57,12.57,,,,11.44,,11.18,11.39,,,,9.65,,9.84,10.11,,,,0.6,,0.82,0.45,,,,14.64,,16.74,18.39,,,,17.24,,21.63,22.42,,,,0.34,,3.16,2.22,,,,20.0,,20.0,20.0,,,,16.07,,20.18,19.53
IR-E-U-0221,International Institute of Information Technology Bangalore,,56,65.0,62.0,76.0,81.0,74.0,74.0,69.0,,43.2,40.51,43.55,41.64,41.91,46.58,48.61,50.46,,58.67,54.81,59.63,58.9,55.22,67.24,66.49,68.33,,15.71,14.26,17.63,10.89,16.15,20.86,22.92,24.19,,69.25,61.96,63.93,63.64,63.61,63.07,68.42,71.27,,61.28,55.76,57.99,60.93,59.96,58.61,58.93,59.94,,9.1,18.19,17.79,18.8,17.88,16.78,22.1,24.63,5.83,5.31,5.97,8.0,6.16,8.43,8.19,22.42,21.3,23.15,20.26,21.96,19.13,21.47,14.36,13.27,14.08,12.55,13.08,12.08,12.78,16.06,14.94,15.7,14.4,26.04,26.85,25.89,7.19,6.47,6.15,6.04,7.92,8.97,9.33,3.36,2.87,3.58,3.51,4.68,5.67,6.48,0.5,0.0,0.5,2.0,1.0,0.5,0.25,4.66,4.93,0.65,4.6,7.27,7.77,8.13,32.0,27.2,24.44,24.61,244.11,29.44,31.22,15.0,15.0,15.0,15.0,14.92,15.0,15.0,21.62,19.17,23.8,23.4,23.16,22.68,23.58,0.62,0.59,0.4,0.6,0.88,1.3,1.47,20.59,19.05,21.32,23.45,21.77,23.28,21.08,20.69,16.71,19.61,16.51,16.84,15.65,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,9.1,18.19,18.8,17.88,16.78,22.1,24.63
IR-E-U-0223,"Jain university,Bangalore",,,115.0,117.0,157.0,115.0,,95.0,84.0,,,34.76,36.49,34.72,38.55,,44.61,48.01,,,47.38,49.08,48.96,53.63,,65.07,68.49,,,18.64,23.49,18.52,22.75,,32.16,40.87,,,46.0,46.44,44.87,47.37,,44.07,42.99,,,56.74,53.2,54.32,58.6,,61.19,62.18,,,0.82,1.1,0.74,3.14,,5.13,3.79,,,12.45,12.69,,13.23,14.05,,,20.16,23.45,,28.02,28.83,,,9.63,11.06,,14.98,16.05,,,6.73,6.45,,8.85,9.56,,,5.83,5.48,,11.06,16.64,,,9.94,10.61,,15.56,17.96,,,2.0,6.0,,5.0,5.0,,,0.76,0.66,,0.54,1.27,,,14.83,17.55,,16.95,16.16,,,12.31,12.98,,12.41,11.39,,,11.17,10.7,,10.96,11.95,,,6.56,6.14,,4.06,3.49,,,14.68,15.1,,15.89,15.6,,,18.67,22.07,,0.0,24.32,,,0.97,1.44,,2.04,2.27,,,20.0,20.0,,20.0,20.0,,,0.74,3.14,,5.13,3.79
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",,21,21.0,13.0,10.0,10.0,12.0,17.0,17.0,,53.16,55.25,61.3,64.19,66.04,65.26,64.27,64.59,,60.34,59.48,68.93,73.15,72.87,72.8,74.65,75.38,,38.36,41.31,46.03,50.17,56.42,56.09,49.04,51.8,,71.27,75.46,78.67,78.62,77.69,77.23,78.44,78.11,,51.1,50.4,55.24,64.54,63.89,62.95,62.31,62.49,,41.93,48.85,55.59,50.18,53.24,48.38,52.37,45.7,15.69,15.98,16.0,16.0,17.5,17.5,17.5,19.31,18.95,24.29,23.63,22.17,20.02,20.2,12.94,12.79,14.89,15.01,14.23,13.0,13.44,12.4,11.76,17.98,18.22,18.9,24.14,24.24,18.37,19.38,23.44,23.82,23.14,22.45,21.87,17.37,19.0,22.97,23.56,23.44,21.45,20.78,0.5,1.0,1.0,6.0,6.0,2.5,5.0,2.43,1.93,2.76,3.04,3.51,2.93,4.14,29.97,33.72,35.31,34.51,33.87,34.55,34.53,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.92,16.96,16.64,16.68,16.87,17.18,17.8,8.38,9.78,11.67,11.51,11.49,11.7,10.78,14.77,15.39,16.76,16.78,16.65,16.94,16.23,12.67,12.46,18.2,16.72,16.32,16.02,16.71,3.67,2.55,9.58,10.39,9.99,9.34,9.55,20.0,20.0,20.0,20.0,20.0,20.0,20.0,41.93,48.85,50.18,53.24,48.38,52.37,45.7
IR-E-U-0249,Visvesvaraya Technological University,,,,55.0,57.0,49.0,52.0,69.0,,,,,45.37,45.63,50.2,51.38,49.8,,,,,66.34,70.27,72.06,65.94,61.27,,,,,30.98,31.03,40.88,49.97,48.05,,,,,53.14,47.84,52.12,52.64,58.19,,,,,49.19,49.93,52.48,51.94,46.62,,,,,6.18,6.83,6.54,8.91,7.1,,,,6.94,7.26,7.41,0.0,,,,30.0,27.76,26.64,20.17,,,,12.8,14.72,13.59,11.25,,,,20.53,22.32,18.6,22.58,,,,16.75,22.57,26.29,24.88,,,,13.41,16.93,20.26,19.73,,,,0.0,1.0,3.0,2.5,,,,0.87,0.38,0.42,0.94,,,,25.21,27.96,28.1,31.45,,,,13.93,14.47,14.61,14.78,,,,8.54,8.8,8.72,9.25,,,,0.16,0.89,1.22,2.71,,,,1.73,1.93,0.36,0.06,,,,28.2,27.7,28.02,25.26,,,,0.0,2.84,3.56,1.29,,,,20.0,20.0,20.0,20.0,,,,6.83,6.54,91.0,7.1,
IR-E-U-0255,Indian Institute of Space Science and Technology,28.0,23,30.0,33.0,40.0,43.0,48.0,51.0,61.0,50.6,52.74,52.12,53.01,52.85,52.37,52.04,53.13,52.44,81.23,78.87,77.52,78.65,77.49,75.78,73.07,77.82,75.88,14.74,20.76,22.75,24.02,23.18,25.35,24.43,23.52,25.19,60.24,62.12,61.95,62.88,61.09,62.6,63.41,66.88,66.94,70.29,60.82,56.2,62.97,65.27,61.97,61.72,61.08,60.04,27.33,43.47,40.33,33.32,39.01,33.15,39.39,32.27,27.34,5.73,6.88,6.95,7.23,7.19,8.95,8.65,30.0,30.0,30.0,30.0,30.0,30.0,29.18,18.17,18.04,17.8,17.71,16.85,16.44,15.78,24.97,22.59,22.73,20.84,19.03,22.43,22.27,10.13,10.63,11.22,11.68,11.1,11.54,11.84,8.79,10.61,9.81,10.56,10.45,10.06,10.12,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.83,1.51,41.45,1.1,0.89,0.92,2.23,28.21,27.5,28.44,30.0,30.33,33.23,33.85,12.79,13.12,12.75,13.25,13.86,14.07,13.18,18.55,18.44,17.33,16.98,16.27,15.87,15.9,2.58,2.89,2.56,2.37,2.95,3.72,4.01,16.77,17.1,18.06,19.67,19.62,18.49,17.61,21.16,20.14,18.89,18.14,17.72,17.97,18.57,5.89,4.97,8.32,4.16,4.38,4.63,5.86,17.0,14.0,20.0,20.0,20.0,20.0,18.0,43.47,40.33,39.01,33.15,39.39,32.27,27.34
